basis_key,work_type_code,work_type_name_ru,family_code,label_ru,hint_ru,uom_code,required,sort_order,status
area_m2,WT-ROOF-FRAME,Стропильная система / обрешётка (общ.),roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-FRAME-MTL,Обрешётка/каркас под металл,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-FRAME-SHINGLE,Обрешётка/каркас под ГЧ,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-FRAME-SLATE,Обрешётка/каркас под шифер,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-METAL,Кровля: металл (общ.),roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-MTL,Кровля: металлочерепица,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-ROLLED,Кровля: рулонные материалы,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-SANDWICH,Кровля: сэндвич-панели,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-SHINGLE,Кровля: гибкая черепица,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-SLATE,Кровля: шифер,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-SCREED,Стяжка пола,floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-STEEL-CANOPY-GABLE,Навес двускатный (металл),roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-STEEL-CANOPY-HIP,Навес вальмовый (металл),roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-STEEL-CANOPY-LEAN,Навес односкатный (металл),roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-STEEL-GATE-OVERHEAD,Металлоконструкции: ворота подъемные (секционные),metal,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-STEEL-PAINT,Окраска металлоконструкций,metal,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-STEEL-PRIME,Металлоконструкции: грунтование,metal,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-SUBBASE-PRO,Подготовка основания под фундамент (PRO),concrete,"Площадь бетонирования, м²","Площадь поверхности, где выполняются бетонные работы (плита/пол/участок). Можно вводить числом или формулой.",м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-TILE,Плитка (пол/стены),tile,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-WALLPAPER,Обои (поклейка),finish,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-WINDOW-AL,Окна алюминиевые / витражи,windows,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-WINDOW-PVC,Окна ПВХ (монтаж/замена),windows,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-WINDOW-REVEAL,Откосы и подоконники (внутренние),windows,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-WP,Гидроизоляция,hydro,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,com_fitout,Коммерческая отделка,finish,Площадь стен,Площадь стен. Обычно: периметр помещения × высота минус площадь проёмов (окна/двери). Можно вводить формулой.,м²,true,3,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-ACP,Фасад навесной: алюкобонд/ACP,facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-CASSETTE-INSTALL,Фасад: металлокассеты (вент),facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-CLINKER-VF,Фасад навесной: клинкерная плитка,facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-FC-H,Фасад FC на заклёпке (общ.),facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-FC-H-10,Фиброцементный фасад (H-профиль) 10 мм,facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-FC-H-12,Фиброцементный фасад (H-профиль) 12 мм,facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-FC-H-8,Фиброцементный фасад (H-профиль) 8 мм,facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-FC-RIVET,Фасад FC на заклёпке (серия),facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-FC-RIVET-10,"Фасад FC на заклёпке ⌀4,8×10",facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-FC-RIVET-12,"Фасад FC на заклёпке ⌀4,8×12",facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-FC-RIVET-8,"Фасад FC на заклёпке ⌀4,8×8",facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-FCB,Фасад навесной: фиброцементные плиты,facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-HPL,Фасад навесной: HPL панели,facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-HPL-INSTALL,Фасад: монтаж HPL-панелей,facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-HPL-LSTK,Фасад HPL (LSTK-набор),facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-PORC,Фасад навесной: керамогранит,facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-PORCELAIN-VENT,Фасад: керамогранит (вент),facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-STONE,Фасад навесной: камень,facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-WET,Фасад “мокрый” (СФТК),facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_wall_m2,WT-FACADE-WET-SYSTEM,Фасад: «мокрый» (ETICS),facade,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
backfill_m3,WT-CONC,Бетонные работы,concrete,"Обратная засыпка, м³",Обратная засыпка + уплотнение в м³.,м³,true,2,OK
base_mix_mass_t,WT-EXT-ASPHALT-PRO,"Асфальтирование дороги (двухслойное, PRO)",ext,"Масса нижнего слоя смеси, т",Сколько тонн нижнего слоя асфальтобетонной смеси.,т,true,2,OK
count,ind_concrete,Бетонные работы,concrete,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,ind_piping,Трубопроводы,plumb,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,res_electrica,Электрика (жилые),elec,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,sanitary,Сантехника (универсальная),plumb,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-BATH,Санузел / Ванная (комплект),plumb,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-BLOCK,Кладка блоков,masonry,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-CONC,Бетонные работы,concrete,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,3,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-CONCRETE-BEAM,Монолитная балка,concrete,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-CONCRETE-COLUMN,Монолитная колонна,concrete,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-CONCRETE-FOOTING,Монолитная тумба/башмак,concrete,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-CONCRETE-PILE,Бетон: сваи/столбы (армирование),concrete,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-CONCRETE-SLAB,Монолитная плита,concrete,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,5,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-CONCRETE-STRIP,Ленточный фундамент,concrete,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,5,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-DELIVERY,Логистика: поставка/рейсы,logist,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-DEM-DOOR,Демонтаж дверей,demo,"Количество дверей, шт",Сколько дверей демонтируем.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-DEM-LIGHT,Демонтаж светильников,demo,"Количество светильников/точек, шт",Сколько светильников/точек снимаем.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-DEM-OUTLET,Демонтаж розеток/выключателей,demo,"Количество розеток, шт",Сколько розеток демонтируем.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-DEM-PLUMB-FIX,Демонтаж сантехприборов,demo,"Количество сантехточек, шт",Сколько точек/приборов демонтируем (унитаз/раковина/смеситель и т.п.).,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-DEM-RADIATOR,Демонтаж радиаторов,demo,"Количество радиаторов, шт",Сколько радиаторов демонтируем.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-DEM-WINDOW,Демонтаж окон,demo,"Количество окон, шт",Сколько окон демонтируем.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-DOOR,Двери (монтаж),doors,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-DOOR-SET,Установка двери (комплект),doors,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-ELEC-LIGHT,Электрика: светильники,elec,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-ELEC-OUTLET,Электрика: розетки,elec,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-ELEC-SWITCH,Электрика: выключатели,elec,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-ELEC-TRAY,Электрика: кабельные лотки,elec,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-FLOOR-LAMINATE,Ламинат/плинтус,floor,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-HYDRO,Гидроизоляция,hydro,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-LEVEL,Наливной пол,floor,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-MASONRY-BLOCK,Кладка блоков (газоблок),masonry,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-PLMB,Сантехника/трубопроводы,plumb,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-PUTTY,Шпаклёвка (финиш),finish,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-STEEL-GATE-OVERHEAD,Металлоконструкции: ворота подъемные (секционные),metal,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-STEEL-GATE-SLIDE,Металлоконструкции: ворота откатные,metal,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-STEEL-GATE-SWING,Металлоконструкции: ворота распашные,metal,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-STEEL-STAIR,Металлоконструкции: лестница (металл),metal,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-STEEL-TRUSS-HEAVY,Металлоконструкции: ферма (усиленная),metal,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-STEEL-TRUSS-LIGHT,Металлоконструкции: ферма (облегчённая),metal,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-WINDOW-AL,Окна алюминиевые / витражи,windows,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-WINDOW-PVC,Окна ПВХ (монтаж/замена),windows,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
count,WT-WINDOW-REVEAL,Откосы и подоконники (внутренние),windows,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
excavation_m3,WT-CONC,Бетонные работы,concrete,"Разработка грунта, м³",Разработка грунта (котлован/траншеи) в м³.,м³,true,4,OK
film_m2,ind_concrete,Бетонные работы,concrete,"Плёнка/укрытие, м²",Плёнка/укрытие/гео. Обычно равна площади.,м²,true,3,OK
finish_mix_mass_t,WT-EXT-ASPHALT-PRO,"Асфальтирование дороги (двухслойное, PRO)",ext,"Масса верхнего слоя смеси, т",Сколько тонн верхнего слоя асфальтобетонной смеси.,т,true,3,OK
formwork_m2,ind_concrete,Бетонные работы,concrete,"Опалубка, м²",Площадь опалубки (м²).,м²,true,4,OK
formwork_m2,WT-CONC,Бетонные работы,concrete,"Опалубка, м²",Площадь опалубки (м²).,м²,true,5,OK
height_m,WT-BLOCK,Кладка блоков,masonry,Высота облицовки,Высота кладки от фундамента/перекрытия до верха стены. Можно брать чистую высоту помещения плюс запас под перекрытие.,м,true,3,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
height_m,WT-CONC-FLOOR,Бетонирование пола,concrete,"Толщина слоя, м",Толщина слоя в метрах. Пример: 0.05 = 50 мм.,м,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
height_m,WT-CONCRETE-SLAB,Монолитная плита,concrete,"Толщина плиты, м",Толщина плиты в метрах. Пример: 0.12 = 120 мм.,м,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
height_m,WT-CONCRETE-SLAB-PRO,"Фундамент плита (бетон, PRO)",concrete,"Толщина плиты, м",Толщина плиты в метрах. Пример: 0.12 = 120 мм.,м,true,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
height_m,WT-CONCRETE-STRIP,Ленточный фундамент,concrete,"Высота ленты, м",Высота/глубина ленты (м). Например: 0.8 = 800 мм.,м,true,3,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
height_m,WT-CONCRETE-STRIP-PRO,"Фундамент ленточный (бетон, PRO)",concrete,"Высота ленты, м",Высота/глубина ленты (м). Например: 0.8 = 800 мм.,м,true,3,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
height_m,WT-FACADE-ACP,Фасад навесной: алюкобонд/ACP,facade,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
height_m,WT-FACADE-CASSETTE-INSTALL,Фасад: металлокассеты (вент),facade,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
height_m,WT-FACADE-CLINKER-VF,Фасад навесной: клинкерная плитка,facade,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
height_m,WT-FACADE-FC-H,Фасад FC на заклёпке (общ.),facade,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
